T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
2580	0.444544	0.478917	0.420863	0.445444	0.451739	0.432454	0.458133	0.467126	0.427858	0.457434	
2590	0.447642	0.476819	0.423062	0.448441	0.451639	0.429357	0.457534	0.470624	0.431155	0.462230	
2600	0.439249	0.473421	0.426759	0.448341	0.459033	0.433153	0.458733	0.465627	0.430256	0.463829	
2610	0.448441	0.477418	0.422662	0.451039	0.456335	0.430955	0.457434	0.464928	0.425460	0.460931	
2620	0.446643	0.480316	0.427058	0.444045	0.455236	0.434552	0.455635	0.466427	0.424960	0.456934	
2630	0.441547	0.473022	0.417966	0.448241	0.455436	0.431855	0.458833	0.467426	0.428058	0.467926	
2640	0.446443	0.477118	0.425460	0.446942	0.457634	0.431755	0.460931	0.468425	0.433553	0.462330	
2650	0.441447	0.479716	0.418165	0.448341	0.459233	0.431755	0.463629	0.468026	0.427758	0.462130	
2660	0.443845	0.484912	0.421163	0.449241	0.460032	0.427658	0.465128	0.464229	0.431055	0.463229	
2670	0.438749	0.476819	0.417466	0.443046	0.457534	0.431355	0.461431	0.466926	0.428957	0.464329	
2680	0.445544	0.476019	0.424760	0.447442	0.458833	0.431455	0.461031	0.466727	0.432154	0.463829	
2690	0.438249	0.476419	0.419464	0.447042	0.459233	0.431455	0.465727	0.464129	0.428957	0.460132	
2700	0.446743	0.475620	0.422262	0.444744	0.454137	0.435152	0.457534	0.465128	0.433054	0.462130	
2710	0.443645	0.473721	0.427258	0.448141	0.457734	0.426259	0.470823	0.468525	0.430755	0.461531	
2720	0.441347	0.476719	0.416667	0.453038	0.456934	0.431555	0.472122	0.470723	0.425659	0.463729	
2730	0.442546	0.476319	0.421962	0.453537	0.458133	0.432854	0.476719	0.469424	0.428157	0.458633	
2740	0.445843	0.480216	0.413569	0.452238	0.457834	0.426859	0.474321	0.471223	0.430955	0.460332	
2750	0.457534	0.476319	0.421863	0.449540	0.456835	0.431355	0.465627	0.476319	0.431655	0.455735	
2760	0.445144	0.484912	0.418066	0.455336	0.459133	0.432354	0.463829	0.483413	0.430056	0.464329	
2770	0.443745	0.472722	0.420564	0.456535	0.464928	0.430356	0.467026	0.490907	0.429556	0.466926	
2780	0.442646	0.473821	0.423661	0.458933	0.464229	0.432054	0.468425	0.487110	0.426759	0.458833	
2790	0.438949	0.470524	0.421363	0.457934	0.464428	0.433653	0.474920	0.479916	0.423361	0.464329	
2800	0.449141	0.468325	0.421563	0.459233	0.463429	0.436451	0.470224	0.479816	0.426958	0.461631	
2810	0.447242	0.463529	0.418066	0.457334	0.461930	0.432354	0.465128	0.479017	0.429157	0.462930	
2820	0.442846	0.474021	0.416867	0.455835	0.458633	0.426559	0.471423	0.479616	0.425460	0.458733	
2830	0.444644	0.467626	0.420963	0.450739	0.459632	0.427258	0.464528	0.478018	0.426559	0.463429	
2840	0.448141	0.465328	0.420963	0.457234	0.460232	0.429556	0.468425	0.473621	0.427058	0.458533	
2850	0.451639	0.468026	0.417266	0.456035	0.459732	0.429856	0.472322	0.478317	0.429357	0.463129	
2860	0.455136	0.467926	0.425560	0.463030	0.465428	0.430955	0.468125	0.471823	0.431055	0.457634	
2870	0.454536	0.469225	0.421163	0.456835	0.464828	0.434153	0.465428	0.471623	0.425759	0.459832	
2880	0.447842	0.471223	0.418365	0.453937	0.460432	0.434053	0.467826	0.469025	0.429257	0.457034	
2890	0.445444	0.470224	0.413669	0.456635	0.462330	0.431255	0.468026	0.466327	0.428257	0.460032	
2900	0.443645	0.465128	0.423361	0.454137	0.455236	0.435651	0.467926	0.465727	0.426559	0.461331	
2910	0.443645	0.475320	0.427258	0.453637	0.463829	0.432454	0.460532	0.460532	0.426259	0.457834	
2920	0.448241	0.467926	0.418165	0.455536	0.460332	0.432454	0.467926	0.469225	0.426059	0.455735	
2930	0.442146	0.469225	0.426958	0.454536	0.462730	0.433054	0.469524	0.467426	0.433753	0.461231	
2940	0.444444	0.467726	0.420963	0.458233	0.462330	0.430356	0.467526	0.460032	0.427358	0.458433	
2950	0.446043	0.472322	0.417266	0.453937	0.463929	0.434353	0.469724	0.457334	0.426159	0.455236	
2960	0.442846	0.466527	0.415268	0.456235	0.461731	0.433453	0.466827	0.462730	0.431255	0.461231	
2970	0.446143	0.468925	0.416966	0.456035	0.463129	0.432754	0.465827	0.461831	0.428257	0.457334	
2980	0.439648	0.469025	0.414369	0.452938	0.462930	0.433054	0.462330	0.461531	0.427558	0.461231	
2990	0.439848	0.471023	0.417166	0.455336	0.465727	0.436151	0.465028	0.453637	0.432554	0.462830	
3000	0.439948	0.471123	0.415468	0.453937	0.458733	0.433653	0.467226	0.458233	0.427758	0.467526	
3010	0.441946	0.475220	0.418165	0.447642	0.459333	0.431855	0.467326	0.463629	0.428657	0.464129	
3020	0.447942	0.469424	0.422562	0.445843	0.460332	0.434353	0.468925	0.463229	0.426559	0.468925	
3030	0.440348	0.470823	0.417766	0.441747	0.462830	0.437450	0.471023	0.459832	0.424960	0.473221	
3040	0.449440	0.466627	0.416567	0.446643	0.457134	0.433653	0.466627	0.466127	0.423761	0.465228	
3050	0.450839	0.467626	0.419564	0.442346	0.454037	0.432954	0.473921	0.463729	0.430955	0.467526	
3060	0.446043	0.472122	0.417666	0.451239	0.457634	0.432754	0.463129	0.467126	0.428157	0.463829	
3070	0.450440	0.473921	0.411471	0.448141	0.463829	0.429656	0.469424	0.460432	0.424660	0.458133	
3080	0.448641	0.476319	0.418665	0.447642	0.460232	0.430556	0.475520	0.459333	0.429456	0.459233	
3090	0.446143	0.471323	0.419664	0.448641	0.461831	0.432554	0.470324	0.465228	0.427558	0.464428	
3100	0.451639	0.475520	0.416567	0.452638	0.458633	0.425560	0.465128	0.456535	0.429057	0.468026	
3110	0.445044	0.478217	0.414269	0.445843	0.459133	0.427258	0.470923	0.462930	0.428257	0.462530	
3120	0.454636	0.477218	0.417066	0.447442	0.464329	0.423961	0.470124	0.465727	0.430256	0.459632	
3130	0.451139	0.472822	0.414069	0.440348	0.468525	0.430356	0.472922	0.458133	0.425759	0.463129	
3140	0.447342	0.471423	0.420763	0.446942	0.462230	0.423761	0.477418	0.464329	0.429057	0.460432	
3150	0.455735	0.473122	0.418665	0.452438	0.462630	0.425859	0.476619	0.463129	0.424560	0.464129	
3160	0.452738	0.478817	0.416267	0.452338	0.459632	0.422562	0.471523	0.465028	0.426759	0.460132	
3170	0.448741	0.479916	0.420963	0.451539	0.465528	0.431155	0.470524	0.466627	0.430556	0.466527	
3180	0.448042	0.482614	0.417666	0.453437	0.460432	0.433153	0.475819	0.463929	0.423761	0.459432	
3190	0.452938	0.476519	0.421663	0.453737	0.460831	0.433353	0.473421	0.474420	0.424361	0.461531	
3200	0.453837	0.485312	0.415368	0.450440	0.463929	0.424261	0.472622	0.466926	0.427358	0.462830	
3210	0.457634	0.482614	0.419265	0.453837	0.462630	0.431954	0.471823	0.463829	0.424860	0.465128	
3220	0.460831	0.486411	0.417066	0.454137	0.460232	0.432254	0.471922	0.470424	0.425560	0.469225	
3230	0.455635	0.489408	0.419964	0.449041	0.460432	0.426759	0.474021	0.466127	0.427458	0.462930	
3240	0.453837	0.490608	0.418265	0.445144	0.457234	0.433553	0.474321	0.462830	0.425360	0.461930	
3250	0.454936	0.491807	0.419664	0.450939	0.457134	0.427558	0.471023	0.464229	0.425060	0.464329	
3260	0.452838	0.492806	0.420863	0.449940	0.458933	0.428857	0.468125	0.464628	0.423961	0.469125	
3270	0.455236	0.484612	0.421962	0.442546	0.460332	0.429357	0.469325	0.467326	0.431755	0.457434	
3280	0.451938	0.491307	0.416767	0.446343	0.458733	0.428857	0.479217	0.463229	0.427658	0.459333	
3290	0.455236	0.488709	0.416367	0.452138	0.450939	0.430955	0.473321	0.460931	0.425959	0.460831	
3300	0.453837	0.489508	0.417266	0.452138	0.457034	0.428457	0.473022	0.464728	0.428557	0.460132	
3310	0.457534	0.492506	0.419365	0.451239	0.453537	0.428357	0.482114	0.469225	0.427558	0.462330	
3320	0.449041	0.491007	0.421463	0.445943	0.454137	0.431755	0.480915	0.468725	0.421962	0.462330	
3330	0.448042	0.483713	0.419564	0.446543	0.452638	0.438050	0.486311	0.466127	0.424361	0.459432	
3340	0.449041	0.485412	0.412370	0.454337	0.455635	0.436151	0.483913	0.468325	0.423961	0.459133	
3350	0.450340	0.482814	0.416567	0.454137	0.455935	0.431255	0.479516	0.459333	0.426459	0.463129	
3360	0.450040	0.481515	0.418765	0.451339	0.456435	0.429556	0.476219	0.463529	0.427958	0.456235	
3370	0.452038	0.484412	0.417966	0.458433	0.455136	0.434552	0.484812	0.474820	0.430056	0.464828	
3380	0.455136	0.488110	0.420564	0.453737	0.451839	0.435951	0.470823	0.472122	0.426259	0.457734	
3390	0.456435	0.486511	0.417566	0.457434	0.455436	0.430755	0.471223	0.470224	0.430955	0.463829	
3400	0.459632	0.480715	0.418465	0.451639	0.454237	0.436051	0.469624	0.472622	0.426259	0.458133	
3410	0.460731	0.485711	0.419365	0.458433	0.457334	0.429157	0.467826	0.470723	0.425060	0.465328	
3420	0.460631	0.487910	0.420963	0.452138	0.456735	0.433453	0.470124	0.472722	0.424760	0.458433	
3430	0.458533	0.483014	0.422362	0.452438	0.454936	0.434053	0.466827	0.475719	0.423361	0.462530	
3440	0.459832	0.486111	0.427758	0.455935	0.462130	0.434053	0.468125	0.472922	0.423261	0.455635	
3450	0.457534	0.487910	0.422062	0.455635	0.455336	0.428058	0.469624	0.470524	0.427358	0.455835	
3460	0.456035	0.478617	0.418066	0.456135	0.456735	0.429157	0.463529	0.473821	0.422962	0.464029	
3470	0.458933	0.483713	0.424860	0.461531	0.459432	0.428657	0.470723	0.468125	0.423261	0.461131	
3480	0.452538	0.481215	0.417366	0.459333	0.454836	0.434053	0.473022	0.470224	0.431155	0.462930	
3490	0.453237	0.485312	0.421363	0.465727	0.459133	0.431055	0.471922	0.479416	0.426659	0.459133	
3500	0.455436	0.485112	0.419065	0.456235	0.462930	0.434353	0.472522	0.465228	0.422262	0.456934	
3510	0.450340	0.477518	0.419964	0.461131	0.458333	0.431755	0.466827	0.464428	0.423961	0.463030	
3520	0.453937	0.489708	0.420064	0.453537	0.456135	0.439448	0.463829	0.471523	0.424760	0.460032	
3530	0.452638	0.481615	0.423661	0.459832	0.456035	0.432654	0.468625	0.469225	0.426259	0.454337	
3540	0.453737	0.484113	0.417666	0.460132	0.454736	0.434053	0.473122	0.474520	0.421763	0.460032	
3550	0.450140	0.487410	0.416367	0.466027	0.462730	0.433054	0.471523	0.475420	0.420464	0.453337	
3560	0.456735	0.491007	0.423361	0.462130	0.453937	0.432754	0.469025	0.468425	0.420264	0.460332	
3570	0.463929	0.491207	0.417466	0.460731	0.459532	0.434153	0.475819	0.472022	0.424161	0.460731	
3580	0.458133	0.486511	0.417266	0.459532	0.462830	0.441747	0.476119	0.467426	0.423661	0.462530	
3590	0.452738	0.483413	0.421263	0.462530	0.457234	0.430655	0.472522	0.466027	0.425759	0.450440	
3600	0.453137	0.483213	0.421763	0.461131	0.456035	0.436651	0.467826	0.468825	0.426159	0.457234	
3610	0.457234	0.483213	0.424860	0.455236	0.457434	0.437050	0.469524	0.463629	0.427258	0.459133	
3620	0.461531	0.478217	0.431255	0.457334	0.454137	0.446043	0.470524	0.475620	0.426859	0.462030	
3630	0.455935	0.486910	0.419464	0.461930	0.455536	0.437150	0.480016	0.465028	0.428857	0.463429	
3640	0.459532	0.486111	0.425260	0.467226	0.455136	0.450240	0.474321	0.465228	0.428457	0.461631	
3650	0.451739	0.490707	0.427958	0.457734	0.455635	0.449241	0.470524	0.468825	0.420064	0.459932	
3660	0.459532	0.493405	0.423561	0.460931	0.456835	0.445943	0.465428	0.471223	0.429257	0.454536	
3670	0.460032	0.496403	0.423661	0.455436	0.454137	0.443845	0.464129	0.466627	0.429456	0.458034	
3680	0.459932	0.492206	0.423961	0.448641	0.453737	0.439948	0.468925	0.465328	0.433753	0.455136	
3690	0.457634	0.494404	0.427258	0.456435	0.453437	0.442946	0.467426	0.466127	0.423062	0.461131	
3700	0.461531	0.488609	0.428757	0.453537	0.459033	0.450739	0.466127	0.468925	0.425360	0.466527	
3710	0.461531	0.494504	0.431255	0.460432	0.454836	0.442446	0.469225	0.467126	0.424261	0.459532	
3720	0.462830	0.499001	0.419864	0.466827	0.451239	0.448741	0.470324	0.468625	0.424361	0.456735	
3730	0.461431	0.491607	0.428157	0.459432	0.453737	0.440448	0.464728	0.463129	0.421763	0.455236	
3740	0.463829	0.495604	0.432454	0.456835	0.457434	0.441147	0.470823	0.460931	0.429357	0.463729	
3750	0.459333	0.494404	0.428957	0.462730	0.455436	0.452538	0.469424	0.463129	0.420364	0.467726	
3760	0.459233	0.490008	0.426359	0.464528	0.456035	0.448941	0.467426	0.470923	0.427158	0.465128	
3770	0.454636	0.481215	0.425859	0.458333	0.457534	0.448042	0.480616	0.468125	0.425060	0.465528	
3780	0.459333	0.478417	0.423062	0.458533	0.455036	0.439249	0.469025	0.466327	0.427158	0.465727	
3790	0.459432	0.489608	0.426059	0.464428	0.462430	0.445144	0.469424	0.467226	0.427258	0.462730	
3800	0.454636	0.489508	0.423361	0.455436	0.456535	0.449840	0.468925	0.459832	0.422462	0.464229	
3810	0.449141	0.490907	0.415368	0.466027	0.459033	0.451239	0.472822	0.469724	0.420064	0.464029	
3820	0.456035	0.489708	0.428357	0.462730	0.457434	0.452438	0.469225	0.469325	0.419065	0.454137	
3830	0.453437	0.483713	0.420863	0.459732	0.455735	0.450040	0.468925	0.470823	0.426659	0.450639	
3840	0.455436	0.481215	0.428757	0.460831	0.456635	0.444444	0.467126	0.460931	0.421663	0.454636	
3850	0.456235	0.481215	0.422162	0.451639	0.460132	0.450939	0.465827	0.464229	0.419564	0.445544	
3860	0.458034	0.482014	0.419365	0.457234	0.455635	0.446843	0.473721	0.474221	0.424361	0.452238	
3870	0.457534	0.479616	0.421063	0.462230	0.452838	0.451339	0.471423	0.464628	0.423861	0.448641	
3880	0.455036	0.471223	0.422062	0.466027	0.458034	0.455935	0.466227	0.466627	0.421163	0.456035	
3890	0.455136	0.471922	0.423961	0.468225	0.452938	0.451239	0.468625	0.473621	0.417066	0.455835	
3900	0.459233	0.477018	0.420564	0.470624	0.452438	0.454636	0.472122	0.467126	0.426059	0.461831	
3910	0.448541	0.479516	0.426259	0.471023	0.457734	0.446443	0.469225	0.464029	0.424760	0.457134	
3920	0.450839	0.476119	0.419165	0.467226	0.450739	0.458633	0.476519	0.465727	0.430256	0.455236	
3930	0.450340	0.475919	0.422762	0.468125	0.449740	0.448841	0.469924	0.464828	0.424061	0.460931	
3940	0.453937	0.482414	0.417066	0.464828	0.458733	0.461331	0.466827	0.461531	0.432154	0.462330	
3950	0.450739	0.471023	0.426059	0.469924	0.458133	0.459732	0.467026	0.462130	0.432254	0.460332	
3960	0.452838	0.475020	0.421763	0.472422	0.453437	0.456135	0.472822	0.463729	0.437750	0.457634	
3970	0.453337	0.479416	0.425959	0.476519	0.449940	0.451539	0.472922	0.467126	0.441147	0.459333	
3980	0.457334	0.473521	0.414868	0.469924	0.456035	0.453537	0.470923	0.468026	0.439948	0.458333	
3990	0.453537	0.480616	0.423062	0.468925	0.451839	0.451639	0.463030	0.461631	0.441847	0.463629	
4000	0.456535	0.478617	0.421363	0.469325	0.458533	0.454936	0.463529	0.469125	0.440847	0.459532	
4010	0.456135	0.475020	0.422962	0.465827	0.453437	0.449840	0.462830	0.462530	0.438349	0.460232	
4020	0.453038	0.482714	0.421263	0.465528	0.457534	0.453537	0.467226	0.469125	0.441946	0.462530	
4030	0.456835	0.477718	0.429756	0.475819	0.459432	0.446643	0.466027	0.465028	0.435052	0.466827	
4040	0.456535	0.471023	0.420264	0.469225	0.460532	0.448341	0.460731	0.469424	0.438349	0.465328	
4050	0.456635	0.476319	0.420364	0.468325	0.457734	0.446343	0.469724	0.462830	0.433653	0.457034	
4060	0.455536	0.474420	0.422062	0.463229	0.453437	0.442346	0.463129	0.463030	0.430955	0.465428	
4070	0.455036	0.481415	0.422962	0.461831	0.458233	0.445843	0.464528	0.466127	0.427558	0.463929	
4080	0.453237	0.483014	0.429556	0.458133	0.459632	0.455436	0.466727	0.461531	0.427658	0.461731	
4090	0.456435	0.478917	0.413869	0.453737	0.454636	0.442046	0.467826	0.463829	0.430356	0.455935	
4100	0.461731	0.479317	0.422862	0.452738	0.457934	0.445643	0.464329	0.459333	0.433653	0.458233	
4110	0.457234	0.480216	0.418365	0.459732	0.459632	0.448941	0.461831	0.465028	0.429257	0.462630	
4120	0.454037	0.477518	0.425560	0.456735	0.462730	0.449341	0.461231	0.463329	0.429257	0.461431	
4130	0.457834	0.477118	0.426859	0.453837	0.460631	0.453237	0.463129	0.466227	0.430356	0.467726	
4140	0.455336	0.480915	0.433553	0.456035	0.454337	0.450739	0.459632	0.466127	0.425360	0.460232	
4150	0.454536	0.479416	0.428058	0.454237	0.461930	0.447742	0.464229	0.463429	0.432954	0.463629	
4160	0.454337	0.481815	0.425060	0.463729	0.450839	0.449640	0.462830	0.465727	0.436551	0.466827	
4170	0.450240	0.481415	0.420464	0.455336	0.460332	0.448541	0.454836	0.465428	0.423961	0.454636	
4180	0.451539	0.479416	0.422062	0.459832	0.456035	0.447442	0.466027	0.466926	0.425659	0.462930	
4190	0.447942	0.481615	0.427058	0.454836	0.455635	0.451239	0.458133	0.470024	0.423761	0.468225	
4200	0.448341	0.484812	0.423661	0.458333	0.457934	0.454037	0.462230	0.466727	0.428757	0.461731	
4210	0.448441	0.475420	0.421363	0.456934	0.451039	0.454736	0.465627	0.471223	0.428058	0.469924	
4220	0.451239	0.487210	0.421863	0.451339	0.454636	0.453237	0.467526	0.468625	0.427158	0.471823	
4230	0.455236	0.478018	0.417366	0.457034	0.460232	0.454137	0.462430	0.470823	0.431655	0.472622	
4240	0.449241	0.486511	0.420064	0.457034	0.454836	0.449740	0.472622	0.472122	0.431855	0.468026	
4250	0.457034	0.487610	0.422562	0.454037	0.459033	0.448541	0.466727	0.470524	0.430556	0.459432	
4260	0.453937	0.485212	0.420763	0.457534	0.460132	0.451839	0.459932	0.469624	0.434552	0.461231	
4270	0.446843	0.478417	0.416467	0.455536	0.457334	0.447742	0.461531	0.464029	0.434353	0.463629	
4280	0.450240	0.481215	0.424560	0.458933	0.460532	0.458034	0.464229	0.469125	0.438649	0.463929	
4290	0.452338	0.481015	0.420064	0.452838	0.458433	0.452438	0.464928	0.458633	0.433054	0.465627	
4300	0.446043	0.480815	0.415767	0.454936	0.463429	0.448741	0.456335	0.460831	0.429456	0.460731	
4310	0.455136	0.481115	0.422762	0.454436	0.457334	0.451039	0.461331	0.469025	0.435152	0.457634	
4320	0.455735	0.481115	0.418665	0.456934	0.462030	0.460731	0.464828	0.463829	0.437050	0.457234	
4330	0.452838	0.477018	0.420963	0.450639	0.457334	0.456035	0.460831	0.471123	0.429456	0.461331	
4340	0.453038	0.479217	0.422462	0.453937	0.455436	0.452438	0.463129	0.466926	0.436051	0.463429	
4350	0.448641	0.476419	0.427358	0.457434	0.458034	0.460232	0.467326	0.459432	0.442746	0.459133	
4360	0.452338	0.477118	0.417766	0.448541	0.462230	0.450440	0.464329	0.468325	0.437550	0.459133	
4370	0.444644	0.476019	0.422062	0.448541	0.458034	0.455835	0.461131	0.458633	0.438649	0.467326	
4380	0.454936	0.482214	0.426159	0.453237	0.456835	0.455835	0.459532	0.458933	0.444844	0.462930	
4390	0.454337	0.477718	0.427558	0.450340	0.458034	0.458333	0.455835	0.463329	0.446843	0.460132	
4400	0.450140	0.476219	0.432654	0.440548	0.456135	0.461031	0.458533	0.463329	0.451039	0.457334	
4410	0.454636	0.476219	0.422262	0.452738	0.453737	0.460631	0.465228	0.462330	0.448141	0.462330	
4420	0.456035	0.480416	0.422962	0.452238	0.452538	0.458533	0.458034	0.467826	0.453837	0.462530	
4430	0.453737	0.473221	0.427558	0.454736	0.450739	0.452538	0.464129	0.470723	0.456035	0.459333	
4440	0.458533	0.477018	0.427458	0.455436	0.454936	0.465228	0.456934	0.471623	0.456535	0.462230	
4450	0.453038	0.473821	0.430655	0.458333	0.455735	0.463030	0.463729	0.466227	0.454636	0.464428	
4460	0.454936	0.474620	0.426159	0.453237	0.456735	0.465228	0.458233	0.468725	0.452038	0.466127	
4470	0.454337	0.481615	0.429257	0.448042	0.456635	0.457534	0.462730	0.469924	0.460432	0.464528	
4480	0.456835	0.481815	0.434652	0.455735	0.461131	0.455236	0.458034	0.468825	0.448641	0.467626	
4490	0.458433	0.476319	0.424560	0.458133	0.457334	0.457534	0.465128	0.476219	0.454936	0.453137	
4500	0.456135	0.475020	0.425360	0.452738	0.453437	0.457534	0.457234	0.464329	0.453737	0.450040	
4510	0.453237	0.474520	0.422962	0.456735	0.458533	0.460232	0.453137	0.465827	0.455536	0.457534	
4520	0.457434	0.468425	0.436751	0.459133	0.456035	0.460132	0.457134	0.465328	0.454536	0.466427	
4530	0.459932	0.467226	0.434452	0.456535	0.456635	0.462330	0.455935	0.470124	0.456735	0.458133	
4540	0.460532	0.475020	0.431855	0.458833	0.452138	0.460631	0.453337	0.469524	0.453637	0.459033	
4550	0.459033	0.472122	0.435651	0.453038	0.458333	0.454436	0.451239	0.472222	0.451938	0.460731	
4560	0.460532	0.477718	0.433853	0.459432	0.455835	0.461331	0.454836	0.469524	0.454037	0.457734	
4570	0.461631	0.482714	0.433253	0.458433	0.460332	0.460332	0.452338	0.463729	0.451539	0.457734	
4580	0.457834	0.472622	0.430056	0.464029	0.454037	0.461231	0.452938	0.470823	0.450240	0.454436	
4590	0.460931	0.473521	0.439249	0.464029	0.452638	0.460731	0.453537	0.469225	0.458233	0.459233	
4600	0.450839	0.476219	0.435452	0.464329	0.457734	0.454337	0.458333	0.463929	0.456035	0.461031	
4610	0.458533	0.478617	0.432154	0.464728	0.458833	0.456934	0.455136	0.466127	0.455935	0.460232	
4620	0.458633	0.476819	0.431055	0.466027	0.457134	0.451839	0.455036	0.469524	0.456934	0.456735	
4630	0.454636	0.482914	0.433353	0.457334	0.452738	0.456435	0.451539	0.464528	0.449440	0.456735	
4640	0.459632	0.484412	0.435951	0.464428	0.456135	0.461731	0.454736	0.465727	0.451239	0.458333	
4650	0.457034	0.482414	0.434752	0.460432	0.460332	0.461631	0.446343	0.463729	0.449940	0.461531	
4660	0.459133	0.472522	0.432554	0.458133	0.456635	0.457634	0.452938	0.468925	0.452438	0.443645	
4670	0.462930	0.476419	0.432854	0.470324	0.452938	0.454936	0.453038	0.464329	0.451239	0.451639	
4680	0.458633	0.482314	0.438949	0.463729	0.455735	0.460532	0.449341	0.467826	0.453537	0.450340	
4690	0.460731	0.475620	0.427858	0.465428	0.457534	0.458833	0.453937	0.466227	0.454836	0.461831	
4700	0.459033	0.467626	0.430755	0.459832	0.454936	0.456035	0.456934	0.474121	0.452338	0.458833	
