T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
2540	0.994667	0.995733	0.994733	0.987867	0.989000	0.998267	0.998333	0.993200	0.997400	0.984333	
2550	0.995467	0.996533	0.993867	0.988267	0.987267	0.995867	0.997333	0.992733	0.998333	0.982400	
2560	0.993867	0.998067	0.992733	0.988333	0.986600	0.996133	0.998733	0.993267	0.999000	0.985267	
2570	0.993267	0.997200	0.992067	0.990533	0.987867	0.999067	0.998800	0.994533	0.996933	0.984533	
2580	0.995400	0.997067	0.991267	0.992200	0.988467	0.999600	0.998133	0.993600	0.995333	0.983733	
2590	0.996933	0.996800	0.989800	0.993200	0.989400	0.998667	0.999133	0.993667	0.994533	0.983400	
2600	0.996000	0.996200	0.991867	0.992000	0.991200	0.998800	0.998267	0.992800	0.993333	0.984133	
2610	0.994133	0.996200	0.990400	0.992733	0.990133	0.999000	0.997933	0.994667	0.996400	0.986933	
2620	0.992533	0.996400	0.991400	0.994333	0.991667	0.999333	0.996733	0.993533	0.995667	0.985200	
2630	0.991867	0.996467	0.993933	0.994200	0.992200	0.999000	0.997800	0.995867	0.994133	0.985600	
2640	0.991933	0.995733	0.994133	0.994267	0.991800	0.998333	0.996200	0.994533	0.993933	0.986400	
2650	0.992133	0.995067	0.994600	0.995533	0.989933	0.999200	0.996733	0.993133	0.994600	0.988400	
2660	0.990733	0.994600	0.995200	0.993733	0.992800	0.999400	0.995600	0.994133	0.991867	0.986733	
2670	0.992933	0.993000	0.995800	0.992800	0.993600	0.999267	0.992400	0.993267	0.993600	0.985600	
2680	0.993400	0.994667	0.995667	0.993000	0.993733	0.999667	0.994800	0.993667	0.995200	0.986267	
2690	0.995267	0.994800	0.994667	0.992800	0.993400	0.999600	0.994467	0.993533	0.993733	0.983800	
2700	0.995267	0.995333	0.995400	0.991800	0.993000	0.999200	0.992533	0.994667	0.993733	0.981867	
2710	0.997333	0.995533	0.996200	0.993267	0.993533	0.999600	0.990533	0.994867	0.992467	0.986067	
2720	0.996800	0.996867	0.997600	0.992800	0.994067	0.999200	0.995867	0.991467	0.994533	0.984200	
2730	0.997733	0.995333	0.996800	0.993933	0.991867	0.999800	0.995867	0.991333	0.993333	0.985733	
2740	0.997267	0.996867	0.997533	0.993867	0.990333	0.999600	0.996133	0.991667	0.992133	0.986133	
2750	0.996733	0.996933	0.995933	0.991667	0.991133	0.999667	0.997333	0.990533	0.991733	0.986667	
2760	0.997933	0.997267	0.995867	0.992333	0.988667	0.998400	0.998200	0.991200	0.991867	0.987733	
2770	0.997200	0.998200	0.996333	0.989733	0.992267	0.997533	0.998467	0.991400	0.991733	0.985800	
2780	0.996467	0.998000	0.996800	0.990133	0.992333	0.998800	0.998533	0.990467	0.992600	0.985133	
2790	0.996867	0.995600	0.996667	0.989733	0.990133	0.998267	0.998333	0.990467	0.991867	0.984133	
2800	0.996733	0.996200	0.998133	0.991000	0.992867	0.997800	0.998133	0.990000	0.991333	0.984333	
2810	0.996867	0.996000	0.997533	0.992333	0.991333	0.997333	0.998467	0.987933	0.991933	0.986933	
2820	0.997267	0.996733	0.998333	0.993267	0.991600	0.997267	0.998400	0.988333	0.989933	0.987067	
2830	0.998000	0.994867	0.998467	0.992267	0.992667	0.995667	0.996933	0.988533	0.990933	0.985000	
2840	0.997200	0.995267	0.999067	0.991667	0.990200	0.993800	0.997733	0.987200	0.990200	0.986933	
2850	0.996733	0.995000	0.999200	0.994200	0.990933	0.995133	0.999333	0.985533	0.991067	0.987200	
2860	0.997467	0.994000	0.999267	0.995467	0.991267	0.996867	0.999467	0.987000	0.990733	0.988467	
2870	0.997000	0.993400	0.998800	0.997000	0.991733	0.998200	0.999600	0.989000	0.991400	0.989200	
2880	0.997533	0.992800	0.999200	0.996400	0.994667	0.997800	0.999333	0.989133	0.992133	0.987467	
2890	0.996800	0.995533	0.999333	0.995933	0.994000	0.999400	0.998733	0.989733	0.992933	0.989333	
2900	0.997533	0.996667	0.999067	0.997400	0.992933	0.998667	0.998867	0.989733	0.993400	0.986400	
2910	0.997000	0.997600	0.999933	0.996000	0.994333	0.998933	0.999133	0.986600	0.995333	0.989667	
2920	0.996133	0.997000	0.999933	0.995133	0.993667	0.998533	0.999400	0.985533	0.995067	0.988800	
2930	0.996267	0.994867	1.000000	0.994133	0.992800	0.998200	0.999600	0.985733	0.994867	0.989133	
2940	0.994733	0.995133	0.999933	0.996133	0.991267	0.998467	0.998733	0.985933	0.993867	0.987533	
2950	0.996267	0.996867	0.999533	0.995400	0.992600	0.997400	0.999533	0.988400	0.995000	0.989933	
2960	0.996733	0.996467	0.998200	0.995333	0.992867	0.996267	0.999600	0.988867	0.994933	0.988533	
2970	0.995467	0.996333	0.997933	0.997333	0.990600	0.996267	0.998867	0.989600	0.995400	0.988333	
2980	0.996667	0.996267	0.997533	0.997000	0.990333	0.996733	0.999400	0.992067	0.997333	0.988667	
2990	0.997200	0.996667	0.997467	0.994067	0.987600	0.996533	0.999267	0.991267	0.997467	0.989133	
3000	0.998600	0.995800	0.997200	0.994133	0.989933	0.998600	0.999533	0.991000	0.998933	0.987333	
3010	0.997400	0.995067	0.995733	0.991267	0.990667	0.998733	0.998733	0.990067	0.998000	0.988467	
3020	0.997400	0.993800	0.997600	0.994267	0.990267	0.998467	0.999267	0.993467	0.997400	0.986333	
3030	0.997200	0.996400	0.996933	0.994467	0.991733	0.997667	0.998667	0.992800	0.998400	0.986933	
3040	0.999133	0.996133	0.997867	0.993933	0.988867	0.997000	0.998733	0.992333	0.998400	0.987267	
3050	0.998667	0.996600	0.998067	0.994267	0.988800	0.997200	0.997667	0.994200	0.998800	0.987267	
3060	0.998400	0.995133	0.998733	0.995600	0.988333	0.998200	0.996067	0.995400	0.997667	0.988133	
3070	0.998400	0.995067	0.998333	0.995000	0.989667	0.998133	0.998067	0.994333	0.995867	0.985933	
3080	0.998133	0.995333	0.997600	0.995867	0.990533	0.999133	0.999267	0.995800	0.998867	0.986667	
3090	0.998800	0.996200	0.997800	0.994200	0.993000	0.998733	0.998867	0.995867	0.998400	0.985867	
3100	0.998733	0.996133	0.997800	0.995533	0.989867	0.999133	0.998800	0.996867	0.998533	0.988533	
3110	0.998467	0.995867	0.998267	0.995133	0.991600	0.998267	0.996467	0.997667	0.999067	0.987400	
3120	0.997333	0.993067	0.999067	0.995333	0.991533	0.998600	0.997200	0.997400	0.998933	0.989533	
3130	0.995867	0.993667	0.998000	0.993800	0.992267	0.999267	0.997400	0.996400	0.997867	0.988333	
3140	0.994133	0.994733	0.997333	0.994533	0.991867	0.999333	0.997933	0.994467	0.998133	0.988533	
3150	0.995000	0.995000	0.997533	0.995267	0.991867	0.999200	0.998733	0.993067	0.997600	0.990867	
3160	0.993800	0.993800	0.996467	0.995333	0.990867	0.999667	0.997933	0.993000	0.997933	0.987867	
3170	0.994333	0.993400	0.998200	0.997533	0.991333	0.998867	0.998867	0.992533	0.997667	0.988867	
3180	0.994733	0.994267	0.998667	0.996600	0.991667	0.997467	0.998733	0.993067	0.995267	0.987733	
3190	0.995133	0.993933	0.998400	0.997267	0.993733	0.997867	0.997467	0.994467	0.994000	0.984333	
3200	0.993933	0.995333	0.998133	0.997000	0.994133	0.998000	0.997533	0.994667	0.995267	0.986867	
3210	0.992667	0.994600	0.997667	0.996067	0.993133	0.996667	0.998267	0.996267	0.994000	0.987667	
3220	0.992200	0.995133	0.999400	0.998133	0.994600	0.997533	0.998533	0.996267	0.994133	0.987600	
3230	0.991933	0.996467	0.997333	0.998400	0.993533	0.995067	0.996200	0.995533	0.996467	0.988467	
3240	0.992267	0.995667	0.998267	0.998333	0.994200	0.994800	0.997200	0.995333	0.996533	0.989267	
3250	0.994067	0.997067	0.997600	0.999333	0.995000	0.993867	0.995600	0.995867	0.995467	0.990000	
3260	0.995400	0.996667	0.997400	0.998200	0.993067	0.995133	0.994200	0.996667	0.996533	0.989133	
3270	0.995933	0.996600	0.995733	0.997533	0.996000	0.995733	0.994467	0.996267	0.996400	0.990067	
3280	0.997267	0.998067	0.995267	0.996667	0.995267	0.992867	0.994333	0.993667	0.995933	0.988133	
3290	0.997200	0.998733	0.995133	0.998200	0.994267	0.994867	0.994200	0.993133	0.996467	0.987133	
3300	0.996600	0.997800	0.995067	0.997867	0.993533	0.996400	0.993200	0.992667	0.995867	0.989600	
3310	0.998400	0.997267	0.995467	0.999200	0.991000	0.995800	0.993133	0.994467	0.996467	0.988933	
3320	0.998467	0.997800	0.996533	0.997600	0.991933	0.994267	0.994467	0.992800	0.997267	0.987333	
3330	0.997200	0.998400	0.993800	0.999000	0.992533	0.998000	0.994467	0.991933	0.997067	0.990067	
3340	0.996867	0.998067	0.993067	0.998933	0.991267	0.998133	0.994533	0.991000	0.998000	0.989800	
3350	0.995800	0.998800	0.990467	0.999267	0.992000	0.997933	0.992000	0.993333	0.997733	0.989533	
3360	0.994000	0.997467	0.991133	0.999667	0.995267	0.999000	0.993733	0.991800	0.997867	0.990267	
3370	0.995667	0.998133	0.992867	0.999467	0.995133	0.997800	0.996200	0.990133	0.995867	0.992133	
3380	0.995133	0.997133	0.989200	0.998800	0.995333	0.998000	0.994733	0.992733	0.994933	0.992467	
3390	0.995867	0.995533	0.990933	0.998467	0.994467	0.998667	0.997667	0.993133	0.994533	0.992533	
3400	0.996400	0.995533	0.993333	0.999000	0.992800	0.998933	0.998800	0.993867	0.994867	0.992333	
3410	0.997000	0.996400	0.994667	0.998333	0.994667	0.998067	0.997933	0.993867	0.995933	0.992200	
3420	0.996333	0.996667	0.995267	0.998133	0.993133	0.997533	0.997333	0.993067	0.997000	0.992400	
3430	0.996133	0.994533	0.994667	0.998467	0.994200	0.998933	0.997467	0.995267	0.997067	0.989733	
3440	0.997800	0.993667	0.992200	0.998867	0.994467	0.999267	0.999133	0.996467	0.996133	0.988667	
3450	0.998067	0.992400	0.994600	0.999133	0.994733	0.999067	0.998400	0.996200	0.996467	0.986733	
3460	0.998600	0.991600	0.995467	0.999600	0.992933	0.998733	0.998867	0.992333	0.996467	0.988200	
3470	0.997733	0.985933	0.993400	0.998933	0.991733	0.998200	0.997067	0.991133	0.997200	0.989667	
3480	0.997800	0.987333	0.994933	0.999200	0.992733	0.998400	0.998467	0.993133	0.995867	0.989400	
3490	0.998800	0.989133	0.995133	0.998400	0.993467	0.999200	0.998067	0.989200	0.995267	0.991933	
3500	0.997000	0.989400	0.996933	0.997533	0.993133	0.998800	0.998867	0.989533	0.995800	0.990467	
3510	0.997867	0.989333	0.998067	0.995000	0.991800	0.997800	0.998133	0.988267	0.997133	0.992067	
3520	0.997267	0.991733	0.996733	0.997000	0.989467	0.997333	0.996667	0.988200	0.997133	0.991000	
3530	0.997467	0.987267	0.994800	0.996667	0.991267	0.996067	0.995733	0.988000	0.997267	0.989333	
3540	0.996933	0.989467	0.996800	0.995333	0.990067	0.997067	0.997333	0.988600	0.996667	0.991867	
3550	0.997467	0.989267	0.997000	0.994933	0.985867	0.994867	0.996267	0.986667	0.996533	0.993867	
3560	0.997267	0.988067	0.997267	0.994533	0.985267	0.994867	0.997733	0.983333	0.997200	0.991533	
3570	0.995867	0.988800	0.997267	0.994333	0.985667	0.992067	0.997800	0.985933	0.996000	0.988533	
3580	0.996467	0.987533	0.995667	0.994400	0.985200	0.994867	0.998267	0.989067	0.994867	0.990600	
3590	0.996133	0.987467	0.996267	0.995667	0.988333	0.993467	0.997533	0.988667	0.994267	0.991667	
3600	0.997667	0.989000	0.997200	0.995667	0.987400	0.994467	0.996333	0.990333	0.995467	0.991733	
3610	0.997000	0.988133	0.997133	0.996733	0.986200	0.992067	0.996800	0.990933	0.995267	0.990400	
3620	0.996000	0.992333	0.997333	0.996467	0.988400	0.992933	0.997000	0.993333	0.996800	0.990000	
3630	0.995800	0.988867	0.997400	0.997933	0.990733	0.993133	0.997933	0.995200	0.996400	0.990867	
3640	0.996467	0.991133	0.995867	0.998067	0.990000	0.992867	0.997600	0.994333	0.997733	0.989067	
3650	0.996600	0.993133	0.996067	0.998067	0.990933	0.994400	0.998067	0.992400	0.997200	0.988267	
3660	0.996933	0.991133	0.997733	0.998200	0.989267	0.993667	0.997400	0.992933	0.994667	0.988067	
3670	0.994333	0.987333	0.995733	0.998333	0.991400	0.996000	0.997267	0.992133	0.994867	0.986133	
3680	0.994067	0.992200	0.996333	0.997933	0.991333	0.994800	0.997867	0.994400	0.994400	0.990000	
3690	0.995667	0.988400	0.996200	0.998400	0.989733	0.994333	0.994600	0.995800	0.997000	0.991200	
3700	0.994933	0.992333	0.996467	0.998800	0.990467	0.996467	0.992067	0.995867	0.996800	0.991867	
3710	0.994333	0.990800	0.994800	0.998800	0.992067	0.994867	0.994400	0.993867	0.996933	0.992600	
3720	0.991667	0.991467	0.995467	0.998200	0.990867	0.994600	0.994733	0.993667	0.996200	0.991400	
3730	0.991400	0.992600	0.996333	0.997600	0.993333	0.994400	0.995800	0.994733	0.996467	0.990667	
3740	0.993667	0.991533	0.994867	0.997600	0.993000	0.996667	0.997133	0.995200	0.996000	0.989667	
3750	0.996067	0.991067	0.993667	0.998000	0.994467	0.995467	0.997267	0.996867	0.996400	0.989867	
3760	0.994867	0.991600	0.995267	0.998333	0.992333	0.995533	0.998067	0.995067	0.996467	0.993000	
3770	0.995600	0.993333	0.995067	0.998133	0.993067	0.993667	0.998533	0.995400	0.998000	0.991733	
3780	0.995667	0.993067	0.994333	0.998000	0.996000	0.992667	0.999267	0.994533	0.997400	0.990200	
3790	0.994067	0.993333	0.992533	0.998800	0.994467	0.991200	0.999400	0.994533	0.998000	0.987733	
3800	0.993533	0.992200	0.992467	0.998533	0.995133	0.995000	0.998933	0.995067	0.998400	0.987600	
3810	0.993333	0.991000	0.991467	0.999000	0.995000	0.995467	0.999333	0.993667	0.998533	0.990067	
3820	0.992067	0.992600	0.991533	0.999333	0.994800	0.996333	0.999800	0.997267	0.999067	0.990600	
3830	0.994467	0.991667	0.991200	0.998933	0.993333	0.996733	0.999267	0.996933	0.996733	0.991000	
3840	0.991600	0.989733	0.989600	0.999000	0.993733	0.998067	0.999667	0.996067	0.996067	0.988667	
3850	0.991267	0.991467	0.991533	0.998400	0.994467	0.997400	0.998733	0.995800	0.996933	0.990200	
3860	0.989600	0.989533	0.992067	0.996867	0.994600	0.998400	0.999533	0.995733	0.998333	0.990333	
3870	0.987733	0.989467	0.993400	0.997600	0.994200	0.996467	0.999733	0.997067	0.997933	0.992667	
3880	0.989467	0.988133	0.992667	0.997333	0.992467	0.995667	0.999467	0.997667	0.998400	0.992533	
3890	0.991400	0.993600	0.992267	0.997733	0.993267	0.994333	0.999067	0.995867	0.997933	0.991133	
3900	0.991933	0.994800	0.995333	0.997733	0.992533	0.993333	0.999000	0.997667	0.998333	0.990733	
3910	0.992000	0.993067	0.994400	0.997067	0.989867	0.992333	0.997667	0.997533	0.999133	0.989667	
3920	0.992400	0.990800	0.995267	0.997333	0.991000	0.994733	0.998867	0.997667	0.998533	0.990933	
3930	0.992067	0.990600	0.995733	0.998000	0.990600	0.994533	0.998867	0.996467	0.997733	0.990000	
3940	0.991200	0.990333	0.995667	0.998533	0.990600	0.992067	0.998867	0.996267	0.997733	0.990000	
3950	0.991000	0.990867	0.995800	0.998267	0.986333	0.995133	0.997400	0.997200	0.999000	0.989867	
3960	0.991000	0.991867	0.994733	0.998733	0.989533	0.996200	0.997333	0.996333	0.997733	0.990267	
3970	0.992533	0.990533	0.994333	0.998400	0.992000	0.996067	0.996933	0.994333	0.997200	0.990000	
3980	0.992067	0.988600	0.994600	0.997933	0.992533	0.995867	0.997133	0.995533	0.998267	0.989067	
3990	0.991733	0.989067	0.992733	0.998600	0.993867	0.996667	0.997067	0.996467	0.998533	0.989333	
4000	0.992200	0.990600	0.996467	0.998800	0.993533	0.997333	0.996667	0.995667	0.998333	0.991667	
4010	0.990267	0.992467	0.995000	0.999200	0.993933	0.997267	0.997133	0.995267	0.998933	0.992800	
4020	0.987933	0.988533	0.996733	0.999267	0.991733	0.996867	0.997667	0.996333	0.997400	0.993267	
4030	0.992333	0.989200	0.997400	0.998800	0.990533	0.996467	0.999400	0.994600	0.997933	0.987667	
4040	0.991133	0.991867	0.998400	0.998733	0.992267	0.995733	0.998667	0.995333	0.996467	0.988000	
4050	0.988133	0.992600	0.996600	0.998267	0.991667	0.995800	0.998933	0.994533	0.996733	0.988533	
4060	0.993200	0.992267	0.996400	0.998133	0.991200	0.997533	0.998267	0.993200	0.996733	0.990467	
4070	0.988867	0.994067	0.994733	0.997267	0.992067	0.996200	0.998533	0.995533	0.995800	0.986533	
4080	0.992600	0.993333	0.994800	0.997267	0.990067	0.997000	0.998667	0.996267	0.995933	0.990867	
4090	0.992800	0.993467	0.996600	0.996733	0.992800	0.996733	0.998667	0.996400	0.997067	0.990333	
4100	0.994267	0.991533	0.994733	0.996533	0.992133	0.996333	0.998467	0.997000	0.996133	0.991400	
4110	0.995133	0.989333	0.997133	0.997067	0.988267	0.996400	0.998000	0.997533	0.998133	0.992733	
4120	0.995000	0.989933	0.997267	0.996533	0.992400	0.995533	0.998000	0.997733	0.999400	0.994000	
4130	0.995000	0.993400	0.998133	0.997667	0.993400	0.998000	0.997733	0.997600	0.998267	0.993000	
4140	0.996533	0.993600	0.998000	0.996467	0.993667	0.998600	0.997333	0.998000	0.998333	0.994867	
4150	0.996800	0.993000	0.996600	0.998600	0.994067	0.998800	0.997600	0.997000	0.995533	0.995467	
4160	0.996000	0.992867	0.995800	0.998133	0.995667	0.999067	0.997600	0.998133	0.994933	0.994467	
4170	0.995733	0.988933	0.995200	0.999267	0.996533	0.998200	0.998000	0.998067	0.998867	0.994400	
4180	0.995533	0.991733	0.994467	0.998733	0.997133	0.998800	0.996200	0.997533	0.998533	0.993667	
4190	0.993867	0.990533	0.994333	0.998200	0.996667	0.999600	0.997933	0.997200	0.997933	0.995400	
4200	0.995667	0.991267	0.995733	0.997733	0.997600	0.998400	0.998800	0.997333	0.997133	0.993667	
4210	0.995667	0.992400	0.995400	0.998133	0.996267	0.998467	0.998733	0.997600	0.997133	0.993600	
4220	0.998467	0.995000	0.994667	0.996800	0.997733	0.998000	0.997467	0.998200	0.994467	0.994867	
4230	0.998333	0.993333	0.995800	0.995867	0.997533	0.997867	0.997933	0.998200	0.993867	0.993333	
4240	0.997733	0.994133	0.992133	0.995200	0.996733	0.998200	0.998800	0.998267	0.994333	0.994733	
4250	0.999333	0.994600	0.993800	0.997000	0.998267	0.998800	0.997600	0.997467	0.994000	0.995200	
4260	0.998467	0.995133	0.991667	0.997333	0.996467	0.998867	0.998400	0.997333	0.994533	0.995333	
4270	0.999067	0.991867	0.992533	0.997000	0.996933	0.997400	0.996467	0.997400	0.992667	0.997067	
4280	0.998933	0.993000	0.991733	0.996467	0.997000	0.997333	0.995733	0.996800	0.994600	0.997400	
4290	0.997400	0.992200	0.989667	0.995067	0.996667	0.996400	0.997733	0.997133	0.992667	0.996267	
4300	0.998400	0.990933	0.987733	0.995600	0.997467	0.994200	0.998600	0.996933	0.992600	0.996133	
4310	0.996667	0.992600	0.989667	0.995600	0.997200	0.993000	0.999267	0.996867	0.993867	0.996667	
4320	0.997467	0.993133	0.988933	0.994667	0.997200	0.994400	0.997733	0.997867	0.994333	0.996600	
4330	0.997667	0.996200	0.989067	0.996733	0.997733	0.997200	0.997800	0.996733	0.994533	0.996667	
4340	0.994733	0.995267	0.988333	0.995800	0.997867	0.997933	0.998333	0.996933	0.992933	0.996733	
4350	0.996267	0.995800	0.986333	0.996000	0.998400	0.997667	0.999667	0.997000	0.994267	0.995800	
4360	0.997200	0.996133	0.989467	0.997267	0.997667	0.998867	0.999533	0.997800	0.994267	0.995000	
4370	0.997467	0.997533	0.989533	0.995267	0.996867	0.998400	0.999667	0.997000	0.994533	0.994133	
4380	0.997467	0.995800	0.989200	0.996133	0.995800	0.998867	0.999533	0.997667	0.994867	0.995000	
4390	0.998467	0.998133	0.988600	0.995867	0.996533	0.999333	0.999200	0.997533	0.994200	0.994733	
4400	0.997600	0.997400	0.988600	0.995200	0.994733	0.998267	0.998733	0.996733	0.996667	0.994133	
4410	0.996067	0.996400	0.990133	0.994200	0.995400	0.996200	0.999400	0.997600	0.996867	0.993800	
4420	0.998533	0.995867	0.989867	0.995133	0.994000	0.997400	0.999800	0.998000	0.996533	0.993667	
4430	0.998867	0.996467	0.992733	0.994667	0.991267	0.997400	0.999333	0.997933	0.997667	0.992667	
4440	0.998667	0.995400	0.993067	0.993333	0.993067	0.996467	0.999800	0.995533	0.998533	0.993867	
4450	0.998600	0.995667	0.992200	0.994533	0.992600	0.999067	0.999600	0.995400	0.996533	0.994133	
4460	0.998533	0.996733	0.989933	0.994667	0.995400	0.999600	0.999000	0.997400	0.995667	0.993933	
4470	0.997667	0.995467	0.991800	0.995600	0.995933	0.998867	0.999400	0.996667	0.996733	0.992200	
4480	0.997867	0.992867	0.991933	0.995000	0.995867	0.999467	0.999333	0.997267	0.996133	0.993467	
4490	0.997000	0.992000	0.990867	0.995533	0.997467	0.999267	0.998600	0.995400	0.996267	0.992667	
4500	0.998267	0.994467	0.992533	0.994067	0.997133	0.998933	0.997867	0.996467	0.996733	0.994467	
4510	0.998400	0.994000	0.993533	0.994533	0.996000	0.999800	0.998200	0.997267	0.996533	0.994800	
4520	0.998467	0.994067	0.995200	0.993733	0.997400	0.999067	0.999333	0.997533	0.997733	0.993133	
4530	0.998400	0.992600	0.993733	0.991400	0.996067	0.998000	0.999467	0.997333	0.997867	0.991200	
4540	0.996533	0.993333	0.996667	0.991000	0.993867	0.997800	0.998867	0.997267	0.996133	0.994200	
4550	0.994667	0.996200	0.996067	0.991667	0.995133	0.996600	0.998733	0.995533	0.996467	0.993667	
4560	0.994733	0.996200	0.993067	0.993133	0.997267	0.997933	0.997067	0.997067	0.996867	0.994467	
4570	0.995400	0.993200	0.992067	0.992800	0.994333	0.996800	0.998600	0.996533	0.997667	0.996533	
4580	0.995600	0.995267	0.993933	0.991600	0.995467	0.996200	0.998733	0.995800	0.995800	0.997133	
4590	0.992533	0.996733	0.996400	0.991600	0.995733	0.995733	0.997800	0.996733	0.993333	0.994867	
4600	0.992533	0.996667	0.993733	0.990600	0.995733	0.993867	0.997200	0.996733	0.992733	0.995867	
4610	0.995067	0.994533	0.994267	0.991467	0.996133	0.995600	0.996267	0.995200	0.994400	0.993267	
4620	0.994267	0.993333	0.993200	0.993400	0.995000	0.996267	0.995133	0.996067	0.995867	0.996467	
4630	0.996667	0.993867	0.994067	0.992267	0.995867	0.995800	0.993000	0.997133	0.996800	0.994133	
4640	0.997667	0.993133	0.995733	0.994467	0.997000	0.997533	0.994400	0.997000	0.998133	0.991933	
4650	0.997400	0.994000	0.995200	0.989467	0.996000	0.996133	0.998467	0.996067	0.998333	0.991733	
4660	0.997533	0.993133	0.996067	0.991533	0.997067	0.996733	0.997200	0.995200	0.998533	0.994667	
4670	0.998467	0.993867	0.996467	0.993733	0.997600	0.997800	0.998067	0.993533	0.998200	0.994267	
4680	0.999000	0.991200	0.995933	0.990800	0.996933	0.997667	0.998467	0.989867	0.997200	0.995800	
4690	0.997533	0.991733	0.996200	0.989600	0.996800	0.996800	0.999400	0.991267	0.996200	0.997600	
4700	0.998867	0.992400	0.997467	0.988933	0.996333	0.998400	0.998200	0.992533	0.997000	0.995800	
